"start","end","deviceid","G1:note1","G1:note2","Assessment:Date","Assessment:Are_you_the_head_of_the_HH","Assessment:able_to_speak_for_the_head_of_HH","Assessment:registered_refugee","Assessment:note3","Assessment:G_Interviewee:householdsize","Assessment:G_Interviewee:pa_gender","Assessment:G_Interviewee:pa_agecohort","Assessment:G_Interviewee:ArrivalDate","Assessment:G_Interviewee:Location1","Assessment:G_Interviewee:Accom","Assessment:G_Interviewee:other_Accom","Assessment:G_Interviewee:Ac_SmartPhone","Assessment:G_Interviewee:Pb_SmartPhone","Assessment:G_Interviewee:other_Pb_SmartPhone","Assessment:G_Information:InformationSource","Assessment:G_Information:GI_1:Ac_television","Assessment:G_Information:GI_1:Informationtelevisio","Assessment:G_Information:GI_1:InformationSpend_tel","Assessment:G_Information:GI_1:InformationTrust_tel","Assessment:G_Information:GI_2:Ac_mobileservices","Assessment:G_Information:GI_2:InformationSpend_mob","Assessment:G_Information:GI_2:InformationTrust_mob","Assessment:G_Information:GI_3:Informationinternet","Assessment:G_Information:GI_3:InformationSpend_int","Assessment:G_Information:GI_3:InformationTrust_int","Assessment:G_Information:GI_4:Informationfacebook","Assessment:G_Information:GI_4:InformationSpend_fac","Assessment:G_Information:GI_4:InformationTrust_fac","Assessment:G_Information:GI_5:InformationTwitter","Assessment:G_Information:GI_5:InformationSpend_twi","Assessment:G_Information:GI_5:InformationTrust_twi","Assessment:G_Information:GI_6:InformationSpend_lea","Assessment:G_Information:GI_6:InformationTrust_lea","Assessment:G_Information:GI_7:InformationSpend_new","Assessment:G_Information:GI_7:InformationTrust_new","Assessment:G_Information:GI_8:InformationSpend_not","Assessment:G_Information:GI_8:InformationTrust_not","Assessment:G_Information:GI_9:Ac_Radio","Assessment:G_Information:GI_9:informationradio","Assessment:G_Information:GI_9:InformationSpend_rad","Assessment:G_Information:GI_9:InformationTrust_rad","Assessment:G_Information:GI_10:InformationSpend_fri","Assessment:G_Information:GI_10:InformationTrust_fri","Assessment:G_Information:GI_11:InformationSpend_com","Assessment:G_Information:GI_11:InformationTrust_com","Assessment:G_Information:GI_12:InformationSpend_rel","Assessment:G_Information:GI_12:InformationTrust_rel","Assessment:G_Information:GI_13:InformationSpend_off","Assessment:G_Information:GI_13:InformationTrust_off","Assessment:G_Information:Ac_Unhcr","Assessment:G_Information:Whichcounsel","Assessment:G_Information:GI_14:InformationSpend_uns","Assessment:G_Information:GI_14:InformationTrust_uns","Assessment:G_Information:GI_15:InformationSpend_NGO","Assessment:G_Information:GI_15:InformationTrust_NGO","Assessment:G_Information:GI_16:InformationSpend_cen","Assessment:G_Information:GI_16:InformationTrust_Cen","Assessment:G_Information:GI_17:Informationspend_fil","Assessment:G_Information:GI_17:Informationtrust_fil","Assessment:G_Information:GI_18:other_InformationSource","Assessment:G_Information:GI_18:InformationSpend_oth","Assessment:G_Information:GI_18:InformationTrust_oth","Assessment:G_Information_needs:Issues","Assessment:G_Information_needs:other_Issues","Assessment:G_Information_needs:Ac_aidregistrati","Assessment:G_Information_needs:Pb_aidregistration","Assessment:G_Information_needs:other_Pb_aidregistration","Assessment:G_Information_needs:Ac_MoIcards","Assessment:G_Information_needs:Pb_MoIcards","Assessment:G_Information_needs:Ac_missingmember","Assessment:G_Information_needs:Pb_missingmember","Assessment:G_Information_needs:other_Pb_missingmember","Assessment:G_Information_needs:Ac_foodassist","Assessment:G_Information_needs:Pb_foodassist","Assessment:G_Information_needs:other_Pb_foodassist","Assessment:G_Information_needs:Ac_waterassist","Assessment:G_Information_needs:Pb_waterassist","Assessment:G_Information_needs:other_Pb_waterassist","Assessment:G_Information_needs:Ac_shelter","Assessment:G_Information_needs:Pb_shelter","Assessment:G_Information_needs:other_Pb_shelter","Assessment:G_Information_needs:Ac_winter","Assessment:G_Information_needs:Pb_winter","Assessment:G_Information_needs:other_Pb_winter","Assessment:G_Information_needs:Ac_health","Assessment:G_Information_needs:Pb_health","Assessment:G_Information_needs:other_Pb_health","Assessment:G_Information_needs:Ac_document","Assessment:G_Information_needs:Pb_document","Assessment:G_Information_needs:other_Pb_document","Assessment:G_Information_needs:Ac_aidcontact","Assessment:G_Information_needs:Pb_aidcontact","Assessment:G_Information_needs:other_Pb_aidcontact","Assessment:G_Information_needs:Ac_income","Assessment:G_Information_needs:Pb_income","Assessment:G_Information_needs:other_Pb_income","Assessment:G_Information_needs:Ac_membercomm","Assessment:G_Information_needs:Pb_membercomm","Assessment:G_Information_needs:other_Pb_membercomm","Assessment:G_Information_needs:Ac_servicesforyourch","Assessment:G_Information_needs:Pb_servicesforyourch","Assessment:G_Information_needs:other_Pb_servicesforyourch","Assessment:G_Information_needs:Ac_insecurity","Assessment:G_Information_needs:Pb_insecurity","Assessment:G_Information_needs:other_Pb_insecurity","Assessment:G_Information_needs:Ac_return","Assessment:G_Information_needs:Pb_return","Assessment:G_Information_needs:other_Pb_return","Assessment:G_Information_needs:Ac_leavecamp","Assessment:G_Information_needs:Pb_leavecamp","Assessment:G_Information_needs:Ac_civil","Assessment:G_Information_needs:Pb_civil","Assessment:G_Information_needs:other_Pb_civil","Assessment:G_Information_needs:Ac_servicesdisabilit","Assessment:G_Information_needs:Pb_servicesdisabilit","Assessment:G_Information_needs:other_Pb_servicesdisabilit","Assessment:G_Information_needs:Ac_news","Assessment:G_Information_needs:Pb_news","Assessment:G_Information_needs:Ac_work","Assessment:G_Information_needs:Pb_work","Assessment:G_Information_needs:Ac_cashassistance","Assessment:G_Information_needs:Pb_cashassistance","Assessment:G_Information_needs:Ac_Resettlement","Assessment:G_Information_needs:Pb_resettlement","Assessment:G_Information_needs:InfoChannel","Assessment:G_Information_needs:other_InfoChannel","Assessment:G_Complaint:Complaint","Assessment:G_Complaint:G_Complaint_1:ComplaintMecanism","Assessment:G_Complaint:G_Complaint_1:other_ComplaintMecanism","Assessment:G_Complaint:G_Complaint_1:ComplaintIssues","Assessment:G_Complaint:G_Complaint_1:other_ComplaintIssues","Assessment:G_Complaint:G_Complaint_1:ComplaintFollow","Assessment:G_Complaint:NoFollow","Assessment:G_Complaint:SocialNetwork","Assessment:G_Complaint:ComplaintMechanismIf","Assessment:G_Complaint:ComplaintIssuesIf","Assessment:G_Complaint:other_ComplaintIssuesIf","Assessment:G_Complaint:Ac_AidOrganisations","Assessment:G_Complaint:Ac_AidOrganIf","Assessment:G_Complaint:Ac_SocialNetworkIf","Assessment:geopoint:Latitude","Assessment:geopoint:Longitude","Assessment:geopoint:Altitude","Assessment:geopoint:Accuracy","meta:instanceID"
"Wed May 28 08:44:48 UTC 2014","Wed May 28 08:49:05 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","14","Female","Between_36_and_59","Wed May 15 00:00:00 UTC 2013","Zaatari_Camp","Caravan","null","yes","Android","null","Mobile","","null","null","null","Voice_Call SMS_or_Whatsapp","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards PROTECTION_Information_on_missing_family_members","null","no","","null","no","","no","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","Yes_frequently","Health_services Water_and_Sanitation","null","UNHCR_Info_Line Complaint_box","null","yes","null","null","","","null","null","null","null","32.2957370405","36.3272219745","695.7344978511","6.0000000000","uuid:5fcfb9ba-4bbf-4219-97f5-f282f9a609e0"
"Wed May 28 08:58:04 UTC 2014","Wed May 28 09:01:22 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","5","Male","Between_18_and_35","Sun Jan 12 00:00:00 UTC 2014","Zaatari_Camp","Tent","null","yes","other","نوكيا","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","Rarely","Cash_assistance Health_services Registration__renewal_procedures","null","UNHCR_Info_Line","null","no","لا","null","","","null","null","null","null","32.2944997285","36.3298088494","632.4196942832","4.0000000000","uuid:6ca5a218-939b-4fa2-89d3-7de0fb04c44d"
"Wed May 28 09:01:59 UTC 2014","Wed May 28 09:05:24 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","6","Female","Between_36_and_59","Thu Apr 10 00:00:00 UTC 2014","Zaatari_Camp","Tent","null","yes","Android","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services","UNHCR_Info_Line","null","null","null","null","32.2942512128","36.3301330898","675.1056639954","6.0000000000","uuid:30694766-8a0c-491a-b1e9-fb2b30102745"
"Wed May 28 09:20:33 UTC 2014","Wed May 28 09:25:41 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","6","Male","Between_18_and_35","Mon Apr 01 00:00:00 UTC 2013","Zaatari_Camp","Caravan","null","yes","Android","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","العربيه و الجزيره","More_than_once_a_day","Moderately_because_I_can_not_verify_it","Voice_Call SMS_or_Whatsapp","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services Education_services","UNHCR_Info_Line","null","null","null","null","32.2978669730","36.3317598012","701.5176852442","6.0000000000","uuid:ee1cfd5e-264c-442e-86bb-324c6d2017e1"
"Wed May 28 09:33:32 UTC 2014","Wed May 28 09:36:24 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","8","Male","Between_18_and_35","Sun Mar 31 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","yes","Android","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Shelter_problems","UNHCR_Info_Line Complaint_box","null","null","null","null","32.3001565239","36.3316411470","674.4356629084","4.0000000000","uuid:9ca32cab-7147-47e1-809d-64c239465874"
"Wed May 28 09:40:15 UTC 2014","Wed May 28 09:42:43 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","9","Female","Between_36_and_59","Tue Mar 05 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Moderately_because_its_not_an_independant_source","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services Disability_services","Suggestion_Application_box Complaint_box","null","null","null","null","32.3010246888","36.3300354923","687.5470167895","6.0000000000","uuid:1b4c81e5-6e9f-4fc4-a958-59352be0eac0"
"Wed May 28 11:29:22 UTC 2014","Wed May 28 11:33:02 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","4","Male","Between_18_and_35","Sat Dec 15 00:00:00 UTC 2012","Zaatari_Camp","Caravan","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","الجزيره","More_than_once_a_day","Moderately_because_I_can_not_verify_it","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Television","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2852634222","36.3328763751","687.7074152313","4.0000000000","uuid:4612b829-131d-4414-b97a-5aee637ec8dc"
"Wed May 28 11:36:16 UTC 2014","Wed May 28 11:38:53 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","7","Male","Between_36_and_59","Mon Apr 02 00:00:00 UTC 2012","Zaatari_Camp","Caravan Tent","null","yes","Android","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","الجزيره والعربيه الاخباريه","More_than_once_a_day","Not_at_all_because_its_not_an_independant_source","Voice_Call SMS_or_Whatsapp","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards HEALTH_Where_to_access_existing_health_services","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","no","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Television","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services Food_including_ration_cards_for_camp_settings","UNHCR_Info_Line","null","null","null","null","32.2855857346","36.3316308952","717.6612538628","6.0000000000","uuid:0cc79894-f8ef-4ded-8030-4a74d2d6a7c3"
"Wed May 28 11:42:08 UTC 2014","Wed May 28 11:46:25 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","1","Female","Between_36_and_59","Sat Mar 23 00:00:00 UTC 2013","Zaatari_Camp","Caravan","null","no","","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Shelter_problems Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2868061500","36.3321193569","697.5400366729","6.0000000000","uuid:bd75f071-790a-4ed5-8729-83609871b4ee"
"Wed May 28 11:52:23 UTC 2014","Wed May 28 11:57:49 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","7","Male","Between_18_and_35","Thu May 02 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","العربيه الحدث","Once_day","Moderately_because_I_can_not_verify_it","Voice_Call","More_than_once_a_day","Moderately_because_its_not_an_independant_source","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards FOOD_How_to_benefit_from_existing_food_assistance_programs_such_as_WFP_Vouchers Services_for_your_child_Education_Child_friendly_spaces_or_other_activities","null","no","","null","no","","null","","null","no","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","no","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Food_including_ration_cards_for_camp_settings Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2874276690","36.3319824324","675.5086713400","6.0000000000","uuid:1529fd3b-7813-4920-a455-23cdc28d38ad"
"Wed May 28 12:01:50 UTC 2014","Wed May 28 12:05:21 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","5","Male","Between_36_and_59","Fri Apr 12 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","الجزيره والعربيه","More_than_once_a_day","Not_at_all_because_I_can_not_verify_it","Voice_Call","Once_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards WASH_How_to_benefit_from_WASH_assistance","null","no","","null","no","","null","","null","null","","null","yes","I_can_not_find_the_information I_do_not_know_where_to_search Information_is_not_available","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_never_needed_it","","null","","null","null","null","null","","","null","null","null","null","32.2874804831","36.3325690341","1004.3548440371","6.0000000000","uuid:14b46ed0-b13f-464b-a4e6-2d64b0abd129"
"Wed May 28 12:47:46 UTC 2014","Wed May 28 12:53:54 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","6","Male","Between_18_and_35","Wed Mar 13 00:00:00 UTC 2013","Zaatari_Camp","Caravan","null","yes","Android","null","Television Mobile Internet_news","Jordanian Programs_from_your_country_of_origin International","العربيه والجزيره وارينت","More_than_once_a_day","Fully","Voice_Call","More_than_once_a_day","Fully","درعا البلد","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Water_and_Sanitation","other","لا اعرف مطلقا اين اشتكى","null","null","null","32.2894483446","36.3376814217","704.3492355729","6.0000000000","uuid:c324e816-52bb-40b5-87b1-25600227ef03"
"Wed May 28 13:00:03 UTC 2014","Wed May 28 13:11:32 UTC 2014","357080059225855","null","null","Wed May 28 00:00:00 UTC 2014","yes","null","yes","null","6","Female","Between_36_and_59","Sat Feb 02 00:00:00 UTC 2013","Zaatari_Camp","Caravan","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","العربيه والجزيره واورينت نيوز","More_than_once_a_day","Fully","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards WASH_How_to_benefit_from_WASH_assistance","null","no","","null","no","","null","","null","null","","null","yes","I_can_not_find_the_information I_do_not_know_where_to_search","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2921248092","36.3381659688","703.7349678470","48.0000000000","uuid:4fd46861-8339-48ae-90b9-36b036c093ed"
"Thu May 29 06:20:47 UTC 2014","Thu May 29 06:24:20 UTC 2014","357080059225855","null","null","Thu May 29 00:00:00 UTC 2014","yes","null","yes","null","7","Male","Between_18_and_35","Tue Nov 12 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","اورينت","More_than_once_a_day","Moderately_because_I_can_not_verify_it","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Television","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Water_and_Sanitation","UNHCR_Info_Line Complaint_box","null","null","null","null","32.2876864249","36.3386677616","695.2009548353","6.0000000000","uuid:c8ce67e1-3d2d-417c-8132-fc66d170f97c"
"Thu May 29 06:42:04 UTC 2014","Thu May 29 06:45:31 UTC 2014","357080059225855","null","null","Thu May 29 00:00:00 UTC 2014","yes","null","yes","null","5","Male","Between_36_and_59","Tue Oct 08 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Food_including_ration_cards_for_camp_settings Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2846265002","36.3385096800","680.5952855975","4.0000000000","uuid:d30d810b-93b0-4c38-b1fe-5fa82a6c3f17"
"Thu May 29 06:49:41 UTC 2014","Thu May 29 06:54:29 UTC 2014","357080059225855","null","null","Thu May 29 00:00:00 UTC 2014","yes","null","yes","null","8","Male","Between_36_and_59","Sun Feb 02 00:00:00 UTC 2014","Zaatari_Camp","Tent","null","no","","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Health_services Shelter_problems Water_and_Sanitation","UNHCR_Info_Line Complaint_box","null","null","null","null","32.2852432319","36.3375302875","695.3163468861","12.0000000000","uuid:a37218d5-7d13-4079-b341-54f3bb2c3afc"
"Thu May 29 07:02:33 UTC 2014","Thu May 29 07:09:56 UTC 2014","357080059225855","null","null","Thu May 29 00:00:00 UTC 2014","yes","null","yes","null","9","Male","Between_36_and_59","Tue Jan 29 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","العربيه الحدث","More_than_once_a_day","Moderately_because_I_can_not_verify_it","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services Shelter_problems Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2815225201","36.3388917533","684.3356099202","6.0000000000","uuid:988b06d2-6f8d-48a4-9d2f-79d10707d783"
"Thu May 29 07:10:53 UTC 2014","Thu May 29 07:14:05 UTC 2014","357080059225855","null","null","Thu May 29 00:00:00 UTC 2014","yes","null","yes","null","7","Male","Between_18_and_35","Mon Dec 31 00:00:00 UTC 2012","Zaatari_Camp","Tent","null","no","","null","Mobile","","null","null","null","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","no","","null","no","","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services Disability_services Shelter_problems Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2822472881","36.3371667622","684.7876546370","6.0000000000","uuid:08965744-2025-4d6c-b79c-fe7df17286b9"
"Thu May 29 07:35:17 UTC 2014","Thu May 29 07:40:08 UTC 2014","357080059225855","null","null","Thu May 29 00:00:00 UTC 2014","yes","null","yes","null","10","Male","Between_18_and_35","Thu Dec 26 00:00:00 UTC 2013","Zaatari_Camp","Caravan Tent","null","no","","null","Television Mobile","Jordanian Programs_from_your_country_of_origin International","العربيه والجزيره واورينت","More_than_once_a_day","Moderately_because_I_can_not_verify_it","Voice_Call","More_than_once_a_day","Fully","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","","null","null","null","null","null","null","null","null","null","null","null","","","null","null","null","null","null","null","null","null","null","null","null","REGISTRATION_UNHCR_registration Issuance_of_MoI_cards","null","yes","Access_to_information_is_restricted other","ازمه كبيره","yes","I_can_not_find_the_information I_do_not_know_where_to_search Information_is_not_available other","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","null","","null","","null","null","","null","null","","null","","null","","null","","Mobile","null","No_I_do_not_know_how_to_do_it","","null","","null","null","null","null","Cash_assistance Health_services Food_including_ration_cards_for_camp_settings Water_and_Sanitation","UNHCR_Info_Line","null","null","null","null","32.2903592785","36.3154740000","679.8961191446","4.0000000000","uuid:8aaa334d-d623-4a52-9f03-e242a97798c7"
